f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,label
0.6352947311292148,-1.3753857114386994,2.831657891087587,-1.6441293867162714,0.016585267433954005,2.8214902617295086,-1.5342542972597988,1.9880959853655464,0.4226673030400816,2.1062601049372267,-2.0198320277477393,-1.5374512894185914,-0.9614283753980504,-1.3814530342882074,1.2162852803201827,0.8021485191743193,-0.4532722056504873,0.9491369971597339,1.9105914330750966,-4.152193441834579,0.0
0.5529087005489146,-0.7886531694967231,-0.9350024998251072,-0.22825319361619156,-0.5706115291904026,-0.1527832040032005,4.276437334491898,-3.3255842926382795,-1.54364855107726,1.806586526437827,-0.2941150859765302,-1.124820213099361,-1.1689137063740227,1.4784942932929064,-0.25073888435072855,0.452667771911911,-1.152530809589801,1.06100846921109,0.19072117947776035,1.1053940952735952,0.0
-1.796512050654195,0.9589525983559932,-3.175928239368842,-0.07998492767468757,-0.08659207245702433,0.6269826474461528,-1.2051910182422445,-5.590512775067585,-0.7529888564709093,2.3883825748917586,2.282345903304853,-0.006199188069414133,-1.92606419427685,-4.291149571080231,0.3368278454458201,-0.9746774259325641,-0.3994796009686872,-0.958408651895413,-0.3323654685346644,-1.8699521379561448,0.0
-1.9311987702942557,1.608998869595444,3.268714814769768,-0.7347803922449796,1.10180749041386,0.39511363522410253,-2.729564237189547,3.5475983925995056,2.0146718560506316,-0.8595359092891668,2.336517849509003,0.1968576409745426,-2.323904108190121,-0.23507013228992535,-0.18937821082365086,0.4883354417426346,2.016790835934466,0.13636848561092207,-2.008939049386087,-1.798830757274951,0.0
0.9003169115446435,0.744486633312496,1.1081785076121156,-3.025562892536488,-0.47994464099123163,0.35989499789472057,3.1862601984542622,1.5296497234305078,-2.080161607345297,-3.152330309632135,1.5930165704327217,1.813460648563269,0.5112125447362481,-0.9057819481209183,-1.3460224633226434,-1.065279681290636,1.034860122286486,-0.906782304362201,-1.248040608226882,-1.8229147147361253,1.0
5.558033207902259,0.5268331422386109,-4.385236534150218,0.5962234976421313,-0.7809462850336013,-0.4966194673355934,-0.1695444171587588,-2.80881805639931,-1.091235905004798,4.82546784366578,-0.7706929347477858,0.2799843241465987,-1.6347721944805942,-3.881928052338012,-0.9098783266705083,1.2019313287277058,1.6736977116441971,-1.2579437436711831,1.611765676618874,-1.2633860735244804,0.0
2.603777120412814,-0.40189095568543715,-0.013769541200142288,-5.079466458565696,0.7957827791391384,-0.8798965482925639,0.6027257764673486,-0.9278909998864504,-0.7641095327948361,-0.04679235261216498,-1.323053780140922,-1.2580152373342062,-0.034667673761532125,2.159182230332257,0.4961291646543851,-1.7618418418931945,-4.052265737949474,0.5248828430123397,0.035701305961433505,2.257187565943341,2.0
0.9703663798636261,-1.8907701124598577,0.9279827179003739,-0.7433674227577762,-0.9607092546936352,-0.8273555131947198,-1.4686030350136114,-0.3348400901926601,-2.7674438851089596,-1.5937032808091531,-0.8050722619811241,-1.2217001678037689,-2.2250496828283897,2.7378951806338483,-0.8207765146762767,0.15295575800875386,-0.3489309105648044,-1.8662354145027253,-0.612874677986402,3.452252032610063,1.0
1.640069606803612,-0.6548476154194269,2.8954590975784043,1.234346933937526,0.4465985181665922,0.7600411319466608,-0.39655699797099375,-0.5711363264850592,0.10125167781991462,-0.7688447232394825,-1.1575066358442403,0.29674953758656175,1.6240649457074343,-2.3149525271632783,1.3551046100036273,0.36677606772793664,-2.0431801937473435,-0.1525675664533591,2.7392735310378624,-0.5783836358501905,0.0
-0.6606631496012734,0.3371940270923952,1.5411457355476874,-4.392751010027607,0.008595098042469409,-0.6409370096838656,5.285711428997757,3.581679563326838,-3.3720096687149352,-8.058898282556543,1.0945575871130357,0.001941269383713399,1.5939975117596474,0.7042012876521024,2.0246429788355025,0.24382090317621663,3.667917876320466,0.7700346097711802,-0.610263872514291,-1.339816746262302,1.0
2.941411548879976,2.640254881234721,1.6551777669112209,-2.3491093838802612,0.8129999736571034,0.07573673674947917,4.212674471264167,1.1811295233002983,-4.128397250416151,-7.586665117142595,-1.2481723316604425,-0.5319204910140641,-1.6211722655160214,-1.4820708058034862,-0.4619480700283311,0.8085879580894779,4.938520083730684,-1.170420827683023,-1.7163231507494658,1.2384962455856758,1.0
-0.4786958496699212,-2.0253366311883876,2.3813381027648393,-6.837169813889837,0.5168265510105774,0.7812951072267471,2.7112998956027026,1.116089758901669,-4.613789280620843,-11.089510301201283,-0.3990251054624867,-0.14379537412035778,-0.4864857231685984,-1.6386920624505648,-1.120525325870824,-0.12118210247472534,2.889486248199744,1.0404203182942648,-1.5700198733764776,0.19447166799222582,1.0
0.44232116424100887,-1.6295267994690819,-0.7303426103881454,3.1121663695284694,0.18726473806849922,-2.7512137001701436,-0.602517541722057,0.5031410557685478,-3.5187806514894278,0.1696758555962505,1.0153092038628597,3.074672423371186,0.6353066646902423,0.679796316953742,0.40205490830932267,0.7099290954241464,1.7768904765787077,1.320774796862497,2.3159572263195405,-0.4949123377035858,0.0
